CS Number,Application Track,Country,Program,Korean Language Institution,University,Department,Scholarship Status,alpha2_country,alpha2_cotinent,point,latitude,longitude,one,country_sum,proportion
CS01220541,Embassy,Peru,Master,Chonnam National University,Korea University,International studies,,PE,SA,"(-6.8699697, -75.0458515, 0.0)",-6.8699697,-75.0458515,1,7,0.005867561
CS01220542,Embassy,Peru,Master,Chungnam Univeristy,Kyungpook National University,Food science & biotechnology(major in foodbiotechnology),,PE,SA,"(-6.8699697, -75.0458515, 0.0)",-6.8699697,-75.0458515,1,7,0.005867561
CS01220543,Embassy,Peru,Master,Seokyeong University,Dongseo University,Film & video (production major),,PE,SA,"(-6.8699697, -75.0458515, 0.0)",-6.8699697,-75.0458515,1,7,0.005867561
CS01220544,Embassy,Peru,Master,Daejon University,Korea University,International studies,,PE,SA,"(-6.8699697, -75.0458515, 0.0)",-6.8699697,-75.0458515,1,7,0.005867561
CS01220545,Embassy,Philippines,Master,Dongseo University,Konkuk University,Sports medicine & science,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220546,Embassy,Philippines,Master,Daejon University,Yonsei University,Global studies,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220547,Embassy,Philippines,Doctoral,Exempt,Seoul National University,Chemical and biological engineering,Scholarship deffered(6 months),PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220548,Embassy,Philippines,Master,Chungnam Univeristy,Sogang University,International relations,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220549,Embassy,Philippines,Master,Konyang University,Hankuk University Of Foreign Studies,International studies,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220550,Embassy,Philippines,Master,Sunchon National University,Dongseo University,Film & video (production major),,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220551,Embassy,Philippines,Master,Daegu University,Korea University,Architecture,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220552,Embassy,Philippines,Master,Dongseo University,Kangwon National University,Interdisciplinary graduate program in medicalbigdata convergence,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220553,Embassy,Philippines,Master,Dongseo University,Kookmin University,Department of xcultural studies,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220554,Embassy,Philippines,Master,Sunchon National University,Korea University,International studies,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220555,Embassy,Philippines,Master,Duksung Women'S University,Dong-A University,Child psychology & counseling,Conditionalsuccessful candidate,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220556,Embassy,Philippines,Master,Dongseo University,Ewha Womans University,International studies,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220557,Embassy,Philippines,Master,Kangwon National University,Dongseo University,Film & video (production major),,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01220558,Embassy,Poland,Master,Exempt,Dongguk University,North korean studies,,PL,EU,"(52.215933, 19.134422, 0.0)",52.215933,19.134422,1,3,0.002514669
CS01220559,Embassy,Poland,Master,Konyang University,Hankuk University Of Foreign Studies,Global culture & contents,,PL,EU,"(52.215933, 19.134422, 0.0)",52.215933,19.134422,1,3,0.002514669
CS01220560,Embassy,Portugal,Master,Exempt,Hanyang University,Korea and asia business studies mba,,PT,EU,"(39.6621648, -8.1353519, 0.0)",39.6621648,-8.1353519,1,1,0.000838223
CS01220561,Embassy,Romania,Master,Konyang University,Kyungpook National University,Social welfare(major in social work practice),,RO,EU,"(45.9852129, 24.6859225, 0.0)",45.9852129,24.6859225,1,5,0.004191115
CS01220562,Embassy,Romania,Master,Sunchon National University,Yonsei University,Political science,Conditionalsuccessful candidate,RO,EU,"(45.9852129, 24.6859225, 0.0)",45.9852129,24.6859225,1,5,0.004191115
CS01220563,Embassy,Russia,Master,Exempt,Hankuk University Of Foreign Studies,Kflt,Scholarship deffered(6 months),RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220564,Embassy,Russia,Master,Exempt,Hanyang University,Media communication,Scholarship deffered(6 months),RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220565,Embassy,Russia,Master,Exempt,Pusan National University,Dept. of business administration(internationalbusiness),Scholarship deffered(6 months),RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220566,Embassy,Russia,Master,Exempt,Chung-Ang University,International trade and logistics,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220567,Embassy,Russia,Master,Exempt,Hankuk University Of Foreign Studies,International business,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220568,Embassy,Russia,Master,Exempt,Seoul National University Of Scienceand Technology,Data science,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220569,Embassy,Russia,Master,Exempt,Kookmin University,Computer science,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220570,Embassy,Russia,Master,Sunchon National University,Sun Moon University,Global business administration,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220571,Embassy,Russia,Master,Exempt,Hanyang University,Business administration-osm,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220572,Embassy,Russia,Master,Exempt,Hankuk University Of Foreign Studies,Korean language and literature,Scholarship deffered(6 months),RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220573,Embassy,Russia,Master,Exempt,Hankuk University Of Foreign Studies,Kflt,Scholarship deffered(6 months),RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220574,Embassy,Russia,Master,Exempt,Kyung Hee University,Business administration,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220575,Embassy,Russia,Doctoral,Exempt,Hanyang University,Business informatics,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220576,Embassy,Russia,Master,Exempt,Yonsei University,International relations,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01220577,Embassy,Rwanda,Doctoral,Exempt,Seoul National University,Department of public health sciences(division ofpublic health),,RW,AF,"(-1.9646631, 30.0644358, 0.0)",-1.9646631,30.0644358,1,7,0.005867561
CS01220578,Embassy,Rwanda,Master,Jeju National University,Chung-Ang University,Animal science and technology,,RW,AF,"(-1.9646631, 30.0644358, 0.0)",-1.9646631,30.0644358,1,7,0.005867561
CS01220579,Embassy,Rwanda,Doctoral,Busan University Of Foreignstudies,Korea University,Environmental science & ecological engineering,,RW,AF,"(-1.9646631, 30.0644358, 0.0)",-1.9646631,30.0644358,1,7,0.005867561
CS01220580,Embassy,Saudi Arabia,Master,Chejuhalla University,Kyung Hee University,International relations,,SA,AS,"(25.6242618, 42.3528328, 0.0)",25.6242618,42.3528328,1,1,0.000838223
CS01220581,Embassy,Senegal,Master,Pai Chai University,Chonnam National University,Ngo,Conditionalsuccessful candidate,SN,AF,"(14.4750607, -14.4529612, 0.0)",14.4750607,-14.4529612,1,3,0.002514669
CS01220582,Embassy,Senegal,Master,Dongseo University,Hankuk University Of Foreign Studies,International studies,,SN,AF,"(14.4750607, -14.4529612, 0.0)",14.4750607,-14.4529612,1,3,0.002514669
CS01220583,Embassy,Senegal,Master,Daejon University,Korea University,Program in public health,Conditionalsuccessful candidate,SN,AF,"(14.4750607, -14.4529612, 0.0)",14.4750607,-14.4529612,1,3,0.002514669
CS01220584,Embassy,Serbia,Master,Daejon University,Korea University,International studies,Conditionalsuccessful candidate,RS,EU,"(44.1534121, 20.55144, 0.0)",44.1534121,20.55144,1,3,0.002514669
CS01220585,Embassy,Serbia,Master,Daejon University,Seoul National University,Anthropology,,RS,EU,"(44.1534121, 20.55144, 0.0)",44.1534121,20.55144,1,3,0.002514669
CS01220586,Embassy,Serbia,Master,Sunchon National University,Hongik University,Fasion design,Conditionalsuccessful candidate,RS,EU,"(44.1534121, 20.55144, 0.0)",44.1534121,20.55144,1,3,0.002514669
CS01220587,Embassy,Singapore,Master,Keimyung University,Seoul National University,Public administration(global public administrationmajor),,SG,AS,"(1.357107, 103.8194992, 0.0)",1.357107,103.8194992,1,6,0.005029338
CS01220588,Embassy,Singapore,Doctoral,Chejuhalla University,Korea University,International studies,,SG,AS,"(1.357107, 103.8194992, 0.0)",1.357107,103.8194992,1,6,0.005029338
CS01220589,Embassy,Singapore,Master,Jeju National University,Hanyang University,Global health & development,,SG,AS,"(1.357107, 103.8194992, 0.0)",1.357107,103.8194992,1,6,0.005029338
CS01220590,Embassy,Singapore,Master,Daegu University,Chonnam National University,Communication,Conditionalsuccessful candidate,SG,AS,"(1.357107, 103.8194992, 0.0)",1.357107,103.8194992,1,6,0.005029338
CS01220591,Embassy,Singapore,Master,Exempt,Yonsei University,Psychology,,SG,AS,"(1.357107, 103.8194992, 0.0)",1.357107,103.8194992,1,6,0.005029338
CS01220592,Embassy,Singapore,Master,Seokyeong University,Kaist - Korea Advanced Institute Ofscience And Technology,The kim jaechul graduate school of ai,,SG,AS,"(1.357107, 103.8194992, 0.0)",1.357107,103.8194992,1,6,0.005029338
CS01220593,Embassy,Slovakia,Doctoral,Exempt,Hankuk University Of Foreign Studies,Korean language and literature,Scholarship deffered(6 months),SK,EU,"(48.7411522, 19.4528646, 0.0)",48.7411522,19.4528646,1,2,0.001676446
CS01220594,Embassy,Slovenia,Master,Keimyung University,Yonsei University,Korean studies,Conditionalsuccessful candidate,SI,EU,"(45.8133113, 14.4808369, 0.0)",45.8133113,14.4808369,1,1,0.000838223
CS01220595,Embassy,Somalia,Master,Chejuhalla University,Chungbuk National University,Big data,,SO,AF,"(8.3676771, 49.083416, 0.0)",8.3676771,49.083416,1,2,0.001676446
CS01220596,Embassy,Somalia,Master,Keimyung University,Ajou University,International trade,,SO,AF,"(8.3676771, 49.083416, 0.0)",8.3676771,49.083416,1,2,0.001676446
CS01220597,Embassy,Spain,Master,Exempt,Sogang University,Art & technology,Scholarship deffered(6 months),ES,EU,"(39.3260685, -4.8379791, 0.0)",39.3260685,-4.8379791,1,4,0.003352892
CS01220598,Embassy,Spain,Doctoral,Exempt,Seoul National University,Korean language education(korean as a foreignlanguage education major),,ES,EU,"(39.3260685, -4.8379791, 0.0)",39.3260685,-4.8379791,1,4,0.003352892
CS01220599,Embassy,Sri Lanka,Master,Sunmoon University,Seoul National University,Materials science and engineering,,LK,AS,"(7.5554942, 80.7137847, 0.0)",7.5554942,80.7137847,1,10,0.00838223
CS01220600,Embassy,Sri Lanka,Master,Busan University Of Foreignstudies,Yonsei University,Electrical and electronic engineering,,LK,AS,"(7.5554942, 80.7137847, 0.0)",7.5554942,80.7137847,1,10,0.00838223
CS01220601,Embassy,Sri Lanka,Master,Kangwon National University,Dong-A University,Computer engineering,,LK,AS,"(7.5554942, 80.7137847, 0.0)",7.5554942,80.7137847,1,10,0.00838223
CS01220602,Embassy,Sri Lanka,Master,Jeju National University,Chungnam National University,Electrical engineering,,LK,AS,"(7.5554942, 80.7137847, 0.0)",7.5554942,80.7137847,1,10,0.00838223
CS01220603,Embassy,Sri Lanka,Master,Pai Chai University,Sungkyunkwan University,Landscape architecture,,LK,AS,"(7.5554942, 80.7137847, 0.0)",7.5554942,80.7137847,1,10,0.00838223
CS01220604,Embassy,Sudan,Doctoral,Sunmoon University,Chung-Ang University,Pharmacy,,SD,AF,"(14.5844444, 29.4917691, 0.0)",14.5844444,29.4917691,1,5,0.004191115
CS01220605,Embassy,Sudan,Master,Busan University Of Foreignstudies,Ewha Womans University,Food science & biotechnology,Conditionalsuccessful candidate,SD,AF,"(14.5844444, 29.4917691, 0.0)",14.5844444,29.4917691,1,5,0.004191115
CS01220606,Embassy,Sudan,Master,Sunchon National University,Korea University,Health and saftey convergence science,,SD,AF,"(14.5844444, 29.4917691, 0.0)",14.5844444,29.4917691,1,5,0.004191115
CS01220607,Embassy,Sudan,Master,Sunchon National University,Daegu University,Biology,,SD,AF,"(14.5844444, 29.4917691, 0.0)",14.5844444,29.4917691,1,5,0.004191115
CS01220608,Embassy,Sweden,Master,Keimyung University,Ajou University,Korean language and literature,Conditionalsuccessful candidate,SE,EU,"(59.6749712, 14.5208584, 0.0)",59.6749712,14.5208584,1,1,0.000838223
CS01220609,Embassy,Switzerland,Master,Busan University Of Foreignstudies,Seoul National University,Mechanical engineering,,CH,EU,"(46.7985624, 8.2319736, 0.0)",46.7985624,8.2319736,1,1,0.000838223
CS01220610,Embassy,Taiwan,Doctoral,Exempt,Yonsei University,Korean language and literature,,TW,AS,"(23.9739374, 120.9820179, 0.0)",23.9739374,120.9820179,1,7,0.005867561
CS01220611,Embassy,Taiwan,Master,Exempt,Sogang University,Political science,,TW,AS,"(23.9739374, 120.9820179, 0.0)",23.9739374,120.9820179,1,7,0.005867561
CS01220612,Embassy,Taiwan,Master,Exempt,Hankuk University Of Foreign Studies,Kflt,,TW,AS,"(23.9739374, 120.9820179, 0.0)",23.9739374,120.9820179,1,7,0.005867561
CS01220613,Embassy,Taiwan,Doctoral,Exempt,Seoul National University,Korean language and literature(modern koreanliterature),,TW,AS,"(23.9739374, 120.9820179, 0.0)",23.9739374,120.9820179,1,7,0.005867561
CS01220614,Embassy,Tajikistan,Master,Dongseo University,Ewha Womans University,Artifical intelligence and software,Conditionalsuccessful candidate,TJ,AS,"(38.6281733, 70.8156541, 0.0)",38.6281733,70.8156541,1,17,0.01424979
CS01220615,Embassy,Tajikistan,Master,Sunchon National University,Hankuk University Of Foreign Studies,Korean studies,Conditionalsuccessful candidate,TJ,AS,"(38.6281733, 70.8156541, 0.0)",38.6281733,70.8156541,1,17,0.01424979
CS01220616,Embassy,Tajikistan,Master,Daegu University,Kyung Hee University,Computer science and engineering,Conditionalsuccessful candidate,TJ,AS,"(38.6281733, 70.8156541, 0.0)",38.6281733,70.8156541,1,17,0.01424979
CS01220617,Embassy,Tajikistan,Master,Chejuhalla University,Hongik University,Computer engineering,,TJ,AS,"(38.6281733, 70.8156541, 0.0)",38.6281733,70.8156541,1,17,0.01424979
CS01220618,Embassy,Tajikistan,Master,Konyang University,Silla University,Tourism management,,TJ,AS,"(38.6281733, 70.8156541, 0.0)",38.6281733,70.8156541,1,17,0.01424979
CS01220619,Embassy,Tajikistan,Master,Duksung Women'S University,Keimyung University,Teaching korean as a foreign language,,TJ,AS,"(38.6281733, 70.8156541, 0.0)",38.6281733,70.8156541,1,17,0.01424979
CS01220620,Embassy,Tanzania,Doctoral,Chejuhalla University,Pusan National University,Dept. of economics,,TZ,AF,"(-6.5247123, 35.7878438, 0.0)",-6.5247123,35.7878438,1,8,0.006705784
CS01220621,Embassy,Tanzania,Doctoral,Daegu University,Chonnam National University,Agricultural economics,,TZ,AF,"(-6.5247123, 35.7878438, 0.0)",-6.5247123,35.7878438,1,8,0.006705784
CS01220622,Embassy,Tanzania,Master,Daejon University,Kangwon National University,Korean language and literature,,TZ,AF,"(-6.5247123, 35.7878438, 0.0)",-6.5247123,35.7878438,1,8,0.006705784
CS01220623,Embassy,Tanzania,Master,Sunchon National University,Kangwon National University,Molecular bioscience,,TZ,AF,"(-6.5247123, 35.7878438, 0.0)",-6.5247123,35.7878438,1,8,0.006705784
CS01220624,Embassy,Thailand,Master,Daegu University,Seoul National University,Korean language education(korean as a foreignlanguage education major),,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220625,Embassy,Thailand,Master,Exempt,Chung-Ang University,Advertising and public relations,,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220626,Embassy,Thailand,Master,Exempt,Hongik University,Business administration,,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220627,Embassy,Thailand,Master,Chungnam Univeristy,Korea University,Biotechnology,Conditionalsuccessful candidate,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220628,Embassy,Thailand,Master,Daejon University,Seoul National University,Veterinary medicine(veterinary pathobiology andpreventive medicine),,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220629,Embassy,Thailand,Master,Keimyung University,Chonnam National University,Biomedical engineering,,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220630,Embassy,Thailand,Master,Busan University Of Foreignstudies,Sungkyunkwan University,Skk gsb full-time mba,,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220631,Embassy,Thailand,Master,Jeju National University,Kyung Hee University,Business administration,,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220632,Embassy,Thailand,Master,Exempt,Sogang University,Mass communications,,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220633,Embassy,Thailand,Master,Konyang University,Sungkyunkwan University,Skk gsb full-time mba,,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220634,Embassy,Thailand,Master,Dongseo University,Kyung Hee University,Korean language & literature,,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220635,Embassy,Thailand,Master,Daejon University,Hanyang University,Korea and asia business studies mba,,TH,AS,"(14.8971921, 100.83273, 0.0)",14.8971921,100.83273,1,41,0.034367142
CS01220636,Embassy,Timor-Leste,Master,Chungnam Univeristy,Chonnam National University,Biomedical sciences,,TH,AS,"(-8.5151979, 125.8375756, 0.0)",-8.5151979,125.8375756,1,41,0.034367142
CS01220637,Embassy,Timor-Leste,Master,Pai Chai University,Dongguk University,Civil environmental engineering,,TH,AS,"(-8.5151979, 125.8375756, 0.0)",-8.5151979,125.8375756,1,41,0.034367142
CS01220638,Embassy,Timor-Leste,Master,Dongguk University,Gyeongsang National University,Medicine(radiation oncology),,TH,AS,"(-8.5151979, 125.8375756, 0.0)",-8.5151979,125.8375756,1,41,0.034367142
CS01220639,Embassy,Togo,Master,Duksung Women'S University,Pukyong National University,Interdisciplinary program of information security,,TG,AF,"(8.7800265, 1.0199765, 0.0)",8.7800265,1.0199765,1,1,0.000838223
CS01220640,Embassy,Trinidad and Tobago,Master,Dongseo University,Kyungpook National University,Robot and smart system engineering,,TT,NA,"(10.7466905, -61.0840075, 0.0)",10.7466905,-61.0840075,1,1,0.000838223
CS01220641,Embassy,Tunisia,Doctoral,Seokyeong University,Kyungpook National University,Geology,,TN,AF,"(33.8439408, 9.400138, 0.0)",33.8439408,9.400138,1,7,0.005867561
CS01220642,Embassy,Tunisia,Master,Dongseo University,Seoul National University,Computer science and engineering,Conditionalsuccessful candidate,TN,AF,"(33.8439408, 9.400138, 0.0)",33.8439408,9.400138,1,7,0.005867561
CS01220643,Embassy,Tunisia,Master,Daegu University,Hanyang University,Business administration-finance,,TN,AF,"(33.8439408, 9.400138, 0.0)",33.8439408,9.400138,1,7,0.005867561
CS01220644,Embassy,Tunisia,Doctoral,Sunchon National University,Hanyang University,Global health & development,,TN,AF,"(33.8439408, 9.400138, 0.0)",33.8439408,9.400138,1,7,0.005867561
CS01220645,Embassy,Tunisia,Master,Daejon University,Seoul National University Of Scienceand Technology,Integrated it engineering,Conditionalsuccessful candidate,TN,AF,"(33.8439408, 9.400138, 0.0)",33.8439408,9.400138,1,7,0.005867561
CS01220646,Embassy,Tunisia,Master,Kangwon National University,Hanyang University,Global health & development,,TN,AF,"(33.8439408, 9.400138, 0.0)",33.8439408,9.400138,1,7,0.005867561
CS01220647,Embassy,Turkey,Master,Exempt,Seoul National University,Department of environmental health sciences,,TR,AS,"(38.9597594, 34.9249653, 0.0)",38.9597594,34.9249653,1,15,0.012573345
CS01220648,Embassy,Turkey,Master,Exempt,Seoul National University,Interdisciplinary programs(comparative literaturemajor),,TR,AS,"(38.9597594, 34.9249653, 0.0)",38.9597594,34.9249653,1,15,0.012573345
CS01220649,Embassy,Turkey,Master,Chungnam Univeristy,Korea University,Brain and cognitive engineering,,TR,AS,"(38.9597594, 34.9249653, 0.0)",38.9597594,34.9249653,1,15,0.012573345
CS01220650,Embassy,Turkey,Master,Exempt,Chung-Ang University,Life science,,TR,AS,"(38.9597594, 34.9249653, 0.0)",38.9597594,34.9249653,1,15,0.012573345
CS01220651,Embassy,Turkey,Master,Exempt,Sungkyunkwan University,Korean language education,Scholarship deffered(6 months),TR,AS,"(38.9597594, 34.9249653, 0.0)",38.9597594,34.9249653,1,15,0.012573345
CS01220652,Embassy,Turkey,Master,Kangwon National University,Seoul National University Of Scienceand Technology,Data science,Conditionalsuccessful candidate,TR,AS,"(38.9597594, 34.9249653, 0.0)",38.9597594,34.9249653,1,15,0.012573345
CS01220653,Embassy,Turkey,Research,Exempt,Yonsei University,Medicine(biomedical system informatics),,TR,AS,"(38.9597594, 34.9249653, 0.0)",38.9597594,34.9249653,1,15,0.012573345
CS01220654,Embassy,Turkmenistan,Master,Keimyung University,Korea University,Mechanical engineering,Conditionalsuccessful candidate,TM,AS,"(39.3763807, 59.3924609, 0.0)",39.3763807,59.3924609,1,5,0.004191115
CS01220655,Embassy,Turkmenistan,Master,Jeju National University,Konkuk University,Korean language & literature,Conditionalsuccessful candidate,TM,AS,"(39.3763807, 59.3924609, 0.0)",39.3763807,59.3924609,1,5,0.004191115
CS01220656,Embassy,Turkmenistan,Master,Pai Chai University,Seoul National University,Public administration(global public administrationmajor),,TM,AS,"(39.3763807, 59.3924609, 0.0)",39.3763807,59.3924609,1,5,0.004191115
CS01220657,Embassy,Turkmenistan,Master,Daejon University,Kookmin University,Korean language and literature,Conditionalsuccessful candidate,TM,AS,"(39.3763807, 59.3924609, 0.0)",39.3763807,59.3924609,1,5,0.004191115
CS01220658,Embassy,Uganda,Master,Daegu University,Ajou University,International business,,UG,AF,"(1.5333554, 32.2166578, 0.0)",1.5333554,32.2166578,1,8,0.006705784
CS01220659,Embassy,Uganda,Master,Daegu University,Chungbuk National University,Civil engineering,,UG,AF,"(1.5333554, 32.2166578, 0.0)",1.5333554,32.2166578,1,8,0.006705784
CS01220660,Embassy,Uganda,Master,Sunmoon University,Chonnam National University,Global mba,,UG,AF,"(1.5333554, 32.2166578, 0.0)",1.5333554,32.2166578,1,8,0.006705784
CS01220661,Embassy,Uganda,Master,Chungnam Univeristy,Chonnam National University,Agricultural economics,,UG,AF,"(1.5333554, 32.2166578, 0.0)",1.5333554,32.2166578,1,8,0.006705784
CS01220662,Embassy,United Kingdom,Master,Exempt,Chungbuk National University,Astronomy and space science,Scholarship deffered(6 months),GB,EU,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,1,4,0.003352892
CS01220663,Embassy,United Kingdom,Master,Konyang University,Korea University,International studies,,GB,EU,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,1,4,0.003352892
CS01220664,Embassy,United Kingdom,Master,Sunmoon University,Ewha Womans University,Law,,GB,EU,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,1,4,0.003352892
CS01220665,Embassy,United Kingdom,Master,Jeju National University,Yonsei University,Comparative literature,,GB,EU,"(54.7023545, -3.2765753, 0.0)",54.7023545,-3.2765753,1,4,0.003352892
CS01220666,Embassy,Uruguay,Master,Kangwon National University,Pusan National University,Dept. of design(visual design),,UY,SA,"(-32.8755548, -56.0201525, 0.0)",-32.8755548,-56.0201525,1,1,0.000838223
CS01220667,Embassy,United States of America,Master,Exempt,Seoul National University,Korean language and literature(koreanlinguistics),,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220668,Embassy,United States of America,Master,Chungnam Univeristy,Keimyung University,Teaching korean as a foreign language,,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220669,Embassy,United States of America,Master,Exempt,Seoul National University,Korean language and literature(modern koreanliterature),,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220670,Embassy,United States of America,Master,Exempt,Korea University,Media & communication,,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220671,Embassy,United States of America,Master,Dongguk University,To Be Confirmed,To be confirmed,Scholarship deffered(6 months),US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220672,Embassy,United States of America,Master,Dongseo University,Seoul National University,Mechanical engineering,,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220673,Embassy,United States of America,Master,Konyang University,Korea University,Internatioanl studies,Conditionalsuccessful candidate,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220674,Embassy,United States of America,Master,Seokyeong University,Kaist - Korea Advanced Institute Ofscience And Technology,School of computing,Conditionalsuccessful candidate,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220675,Embassy,United States of America,Master,Jeju National University,Ewha Womans University,International studies,Conditionalsuccessful candidate,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220676,Embassy,United States of America,Master,Daejon University,Seoul National University,International studies(international developmentmajor),,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220677,Embassy,United States of America,Master,Busan University Of Foreignstudies,Korea University,Korean studies,Conditionalsuccessful candidate,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220678,Embassy,United States of America,Master,Dongseo University,Daegu University,Fashion design,,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220679,Embassy,United States of America,Master,Kangwon National University,Yonsei University,Global studies,,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220680,Embassy,United States of America,Master,Sunmoon University,Yonsei University,Global studies,,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220681,Embassy,United States of America,Master,Konyang University,Pusan National University,International & area studies,,US,NA,"(39.7837304, -100.445882, 0.0)",39.7837304,-100.445882,1,18,0.015088013
CS01220682,Embassy,Uzbekistan,Doctoral,Exempt,Chung-Ang University,Media and communication,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220683,Embassy,Uzbekistan,Master,Exempt,Hankuk University Of Foreign Studies,Korean language and literature,Scholarship deffered(6 months),UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220684,Embassy,Uzbekistan,Master,Exempt,Korea University,Public administration,Scholarship deffered(6 months),UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
