CS Number,Application Track,Country,Program,Korean Language Institution,University,Department,Scholarship Status,alpha2_country,alpha2_cotinent,point,latitude,longitude,one,country_sum,proportion
CS01221306,R&D,Vietnam,Master,Keimyung University,Keimyung University,Pharmacy,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221307,R&D,Indonesia,Master,Keimyung University,Keimyung University,Pharmacy,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221308,R&D,Indonesia,Master,Keimyung University,Keimyung University,Pharmacy,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221309,R&D,Indonesia,Master,Keimyung University,Keimyung University,Pharmacy,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221310,R&D,Pakistan,Master,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of computer science and engineering,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221311,R&D,India,Master,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of computer science and engineering,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221312,UIC,Azerbaijan,Bachelor's,Konyang University,Konyang University,Department of cyber security,,AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01221313,UIC,Kyrgyzstan,Bachelor's,Konyang University,Konyang University,Department of cyber security,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01221314,UIC,Uzbekistan,Bachelor's,Konyang University,Konyang University,Department of cyber security,Conditionalsuccessful candidate,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221315,UIC,Myanmar,Bachelor's,Konyang University,Konyang University,Department of cyber security,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221316,UIC,Mongolia,Bachelor's,Konyang University,Konyang University,Department of cyber security,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221317,UIC,Pakistan,Bachelor's,Konyang University,Konyang University,Department of medical artificial intelligent,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221318,UIC,Nigeria,Bachelor's,Konyang University,Konyang University,Department of medical artificial intelligent,,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221319,UIC,Azerbaijan,Associate,Kyungbok University,Kyungbok University,Data analysis,,AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01221320,UIC,Vietnam,Associate,Exempt,Kyungbok University,Data analysis,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221321,UIC,Uzbekistan,Associate,Exempt,Kyungbok University,Data analysis,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221322,UIC,Myanmar,Associate,Kyungbok University,Kyungbok University,Data analysis,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221323,UIC,Tajikistan,Associate,Kyungbok University,Kyungbok University,Data analysis,,TJ,AS,"(38.6281733, 70.8156541, 0.0)",38.6281733,70.8156541,1,17,0.01424979
CS01221324,UIC,Uzbekistan,Associate,Kyungbok University,Kyungbok University,Data analysis,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221325,UIC,Russia,Associate,Kyungbok University,Kyungbok University,Data analysis,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01221326,UIC,Kazakhstan,Bachelor's,Kookmin University,Kookmin University,Artificial intelligence,,KZ,AS,"(48.1012954, 66.7780818, 0.0)",48.1012954,66.7780818,1,40,0.033528919
CS01221327,UIC,Russia,Bachelor's,Kookmin University,Kookmin University,Software,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
CS01221328,UIC,Mongolia,Bachelor's,Kookmin University,Kookmin University,Artificial intelligence,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221329,UIC,Vietnam,Bachelor's,Kookmin University,Kookmin University,Software,Conditionalsuccessful candidate,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221330,UIC,Mongolia,Bachelor's,Kookmin University,Kookmin University,Software,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221331,UIC,Kyrgyzstan,Bachelor's,Exempt,Kookmin University,Software,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01221332,UIC,Mongolia,Bachelor's,Exempt,Kookmin University,Software,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221333,UIC,Philippines,Bachelor's,Kookmin University,Kookmin University,Software,Conditionalsuccessful candidate,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221334,UIC,Uzbekistan,Bachelor's,Exempt,Kookmin University,Software,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221335,UIC,Uzbekistan,Bachelor's,Exempt,Kookmin University,Artificial intelligence,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221336,UIC,Indonesia,Bachelor's,Kookmin University,Kookmin University,Software,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221337,UIC,Myanmar,Bachelor's,Pusan Nationaluniversity,Pusan National University,Dept. of biological sciences,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221338,UIC,Nigeria,Bachelor's,Pusan Nationaluniversity,Pusan National University,Dept. of biological sciences,,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221339,UIC,Cambodia,Bachelor's,Pusan Nationaluniversity,Pusan National University,School of mechanical engineering,Scholarship deffered(6 months),KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221340,UIC,Cambodia,Bachelor's,Exempt,Pusan National University,Dept. of industrial engineering,Scholarship deffered(6 months),KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221341,UIC,Mongolia,Bachelor's,Exempt,Pusan National University,Dept. of industrial engineering,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221342,UIC,Myanmar,Bachelor's,Pusan Nationaluniversity,Pusan National University,Dept. of nanoenergy engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221343,UIC,Myanmar,Bachelor's,Pusan Nationaluniversity,Pusan National University,Dept. of nanomechatronics engieering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221344,UIC,Myanmar,Bachelor's,Pusan Nationaluniversity,Pusan National University,Dept. of opics and mechatronics engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221345,UIC,Mongolia,Bachelor's,Pusan Nationaluniversity,Pusan National University,School of computer science and engineering,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221346,UIC,Mongolia,Bachelor's,Pusan Nationaluniversity,Pusan National University,Dept. of biological sciences,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221347,UIC,Mongolia,Bachelor's,Exempt,Pusan National University,School of computer science and engineering,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221348,UIC,Indonesia,Bachelor's,Pusan Nationaluniversity,Pusan National University,Dept. of industrial engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221349,UIC,Iran,Bachelor's,Pusan Nationaluniversity,Pusan National University,Dept. of nanoenergy engineering,Conditionalsuccessful candidate,IR,AS,"(32.6475314, 54.5643516, 0.0)",32.6475314,54.5643516,1,13,0.010896899
CS01221350,UIC,Ethiopia,Bachelor's,Sogang University,Sogang University,Electronic engineering,,ET,AF,"(10.2116702, 38.6521203, 0.0)",10.2116702,38.6521203,1,17,0.01424979
CS01221351,UIC,Kyrgyzstan,Bachelor's,Sogang University,Sogang University,Electronic engineering,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01221352,UIC,Indonesia,Bachelor's,Sogang University,Sogang University,Chemical and biomolecular engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221353,UIC,Tajikistan,Bachelor's,Soonchunhyang University,Soonchunhyang University,Computer software engineering,,TJ,AS,"(38.6281733, 70.8156541, 0.0)",38.6281733,70.8156541,1,17,0.01424979
CS01221354,UIC,Iran,Bachelor's,Soonchunhyang University,Soonchunhyang University,Medical it engineering,,IR,AS,"(32.6475314, 54.5643516, 0.0)",32.6475314,54.5643516,1,13,0.010896899
CS01221355,UIC,Cambodia,Bachelor's,Soonchunhyang University,Soonchunhyang University,Medical it engineering,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221356,UIC,Indonesia,Bachelor's,Soonchunhyang University,Soonchunhyang University,Medical it engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221357,UIC,Indonesia,Bachelor's,Soonchunhyang University,Soonchunhyang University,Big data engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221358,UIC,Bangladesh,Bachelor's,Soonchunhyang University,Soonchunhyang University,Medical it engineering,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01221359,UIC,Indonesia,Bachelor's,Soonchunhyang University,Soonchunhyang University,Internet of things,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221360,UIC,Philippines,Bachelor's,Soonchunhyang University,Soonchunhyang University,Medical it engineering,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221361,UIC,Indonesia,Bachelor's,Exempt,Soonchunhyang University,Medical it engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221362,UIC,Uzbekistan,Bachelor's,Exempt,Soonchunhyang University,Internet of things,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221363,UIC,Indonesia,Bachelor's,Soonchunhyang University,Soonchunhyang University,Information security engineering,,ID,AS,"(-2.4833826, 117.8902853, 0.0)",-2.4833826,117.8902853,1,99,0.082984074
CS01221364,UIC,Myanmar,Bachelor's,Soonchunhyang University,Soonchunhyang University,Medical it engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221365,UIC,Kyrgyzstan,Associate,Yeungjin University,Yeungjin University,Computer information,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01221366,UIC,Cambodia,Associate,Yeungjin University,Yeungjin University,Computer information,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221367,UIC,Azerbaijan,Associate,Yeungjin University,Yeungjin University,Computer information,,AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01221368,UIC,Brazil,Associate,Yeungjin University,Yeungjin University,Ai convergence mechanical engineering,,BR,SA,"(-10.3333333, -53.2, 0.0)",-10.3333333,-53.2,1,13,0.010896899
CS01221369,UIC,Uzbekistan,Associate,Yeungjin University,Yeungjin University,Ai convergence mechanical engineering,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221370,UIC,Mongolia,Associate,Yeungjin University,Yeungjin University,Computer information,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221371,UIC,Mongolia,Associate,Yeungjin University,Yeungjin University,Ai convergence mechanical engineering,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221372,UIC,Uzbekistan,Bachelor's,Tech University Of Korea,Tech University Of Korea,Department of mechatronics engineering,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221373,UIC,Yemen,Bachelor's,Tech University Of Korea,Tech University Of Korea,Department of mechatronics engineering,,YE,AS,"(16.3471243, 47.8915271, 0.0)",16.3471243,47.8915271,1,1,0.000838223
CS01221374,UIC,Mongolia,Bachelor's,Tech University Of Korea,Tech University Of Korea,Department of mechatronics engineering,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221375,UIC,Mongolia,Bachelor's,Tech University Of Korea,Tech University Of Korea,Department of mechatronics engineering,,MN,AS,"(46.8250388, 103.8499736, 0.0)",46.8250388,103.8499736,1,59,0.049455155
CS01221376,UIC,Vietnam,Bachelor's,Tech University Of Korea,Tech University Of Korea,Department of mechatronics engineering,Conditionalsuccessful candidate,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01221377,UIC,India,Bachelor's,Tech University Of Korea,Tech University Of Korea,Department of mechatronics engineering,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221378,UIC,Colombia,Bachelor's,Tech University Of Korea,Tech University Of Korea,Department of mechatronics engineering,,CO,SA,"(4.099917, -72.9088133, 0.0)",4.099917,-72.9088133,1,9,0.007544007
CS01221379,UIC,Myanmar,Bachelor's,Tech University Of Korea,Tech University Of Korea,Department of mechatronics engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221380,UIC,Burkina Faso,Bachelor's,Tech University Of Korea,Tech University Of Korea,Department of mechatronics engineering,,BF,AF,"(12.0753083, -1.6880314, 0.0)",12.0753083,-1.6880314,1,2,0.001676446
CS01221381,UIC,Myanmar,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of mechanical engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221382,UIC,India,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of mechanical engineering,,IN,AS,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,1,61,0.051131601
CS01221383,UIC,Bangladesh,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of mechanical engineering,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01221384,UIC,Malaysia,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of mechanical engineering,,MY,AS,"(4.5693754, 102.2656823, 0.0)",4.5693754,102.2656823,1,38,0.031852473
CS01221385,UIC,Myanmar,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of mechanical engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221386,UIC,Uzbekistan,Bachelor's,Exempt,Korea University Of Technology Andeducation (Koreatech),Department of computer science and engineering,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01221387,UIC,Kyrgyzstan,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of computer science and engineering,,KG,AS,"(41.5089324, 74.724091, 0.0)",41.5089324,74.724091,1,25,0.020955574
CS01221388,UIC,Azerbaijan,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of computer science and engineering,,AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01221389,UIC,Myanmar,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of computer science and engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221390,UIC,Cambodia,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of computer science and engineering,Scholarship deffered(6 months),KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01221391,UIC,Tanzania,Bachelor's,Korea University Oftechnology And Education,Korea University Of Technology Andeducation (Koreatech),Department of mechanical engineering,,TZ,AF,"(-6.5247123, 35.7878438, 0.0)",-6.5247123,35.7878438,1,8,0.006705784
CS01221392,UIC,Iran,Bachelor's,Ajou University,Ajou University,Department of software and computerengineering,,IR,AS,"(32.6475314, 54.5643516, 0.0)",32.6475314,54.5643516,1,13,0.010896899
CS01221393,UIC,Turkey,Bachelor's,Exempt,Ajou University,Department of software and computerengineering,,TR,AS,"(38.9597594, 34.9249653, 0.0)",38.9597594,34.9249653,1,15,0.012573345
CS01221394,UIC,Ethiopia,Bachelor's,Ajou University,Ajou University,Department of software and computerengineering,,ET,AF,"(10.2116702, 38.6521203, 0.0)",10.2116702,38.6521203,1,17,0.01424979
CS01221395,UIC,Russia,Bachelor's,Ajou University,Ajou University,Department of software and computerengineering,,RU,EU,"(64.6863136, 97.7453061, 0.0)",64.6863136,97.7453061,1,37,0.03101425
